topic_id,question_id,question_text,option_1,option_2,option_3,option_4,option_5,correct_answer,explanation
dilution,DIL128,An antibiotic suspension contains 100 mg of drug per 5 mL. How many milliliters are needed to provide a 250 mg dose?,10 mL,12.5 mL,15 mL,17.5 mL,20 mL,12.5 mL,Concentration = 100 mg / 5 mL = 20 mg/mL. Volume needed = Dose ÷ Concentration = 250 mg ÷ 20 mg/mL = 12.5 mL.
calculation,CAL077,A patient is to receive 8 units/hour of insulin. The infusion solution contains 100 units in 100 mL. What is the infusion rate in mL/hour?,8 mL/hour,80 mL/hour,0.8 mL/hour,16 mL/hour,4 mL/hour,8 mL/hour,Concentration = 100 units / 100 mL = 1 unit/mL. Infusion rate = 8 units/hour ÷ 1 unit/mL = 8 mL/hour.
iv,IVI052,A patient requires a continuous infusion of insulin at 1.5 units/hour. The insulin solution is 100 units in 10 mL. What is the infusion rate in mL/hour?,0.15 mL/hour,0.2 mL/hour,0.25 mL/hour,0.3 mL/hour,0.35 mL/hour,0.15 mL/hour,Concentration = 100 units ÷ 10 mL = 10 units/mL. Infusion rate = 1.5 units/hour ÷ 10 units/mL = 0.15 mL/hour.
iv,IVI041,A patient requires a continuous infusion of insulin at 2 units/hour. The insulin solution is 100 units in 10 mL. What is the infusion rate in mL/hour?,0.2 mL/hour,0.5 mL/hour,1 mL/hour,2 mL/hour,5 mL/hour,0.2 mL/hour,Concentration = 100 units ÷ 10 mL = 10 units/mL. Infusion rate = 2 units/hour ÷ 10 units/mL = 0.2 mL/hour.
iv,IVI072,A patient is to receive a continuous infusion of insulin at 4 units/hour. The insulin solution is 100 units in 10 mL. What is the infusion rate in mL/hour?,0.4 mL/hour,0.5 mL/hour,1 mL/hour,2 mL/hour,4 mL/hour,0.4 mL/hour,Concentration = 100 units ÷ 10 mL = 10 units/mL. Infusion rate = 4 units/hour ÷ 10 units/mL = 0.4 mL/hour.
rate,RAT008,A patient is prescribed an insulin infusion at 4 units/hour. The solution contains 100 units of insulin in 100 mL normal saline. What is the infusion rate in mL/hour?,2 mL/hour,3 mL/hour,4 mL/hour,5 mL/hour,6 mL/hour,4 mL/hour,Concentration = 100 units ÷ 100 mL = 1 unit/mL. Infusion rate = Desired dose ÷ Concentration. Infusion rate = 4 units/hour ÷ 1 unit/mL = 4 mL/hour.
rate,RAT061,An insulin infusion is ordered at 6 units/hour. The solution contains 100 units in 50 mL. What is the infusion rate in mL/hour?,2 mL/hour,3 mL/hour,4 mL/hour,5 mL/hour,6 mL/hour,3 mL/hour,Concentration = 100 units ÷ 50 mL = 2 units/mL. Infusion rate = 6 units/hour ÷ 2 units/mL = 3 mL/hour.
paediatric,PED061,An insulin infusion is ordered at 6 units/hour. The solution contains 100 units in 50 mL. What is the infusion rate in mL/hour?,2 mL/hour,3 mL/hour,4 mL/hour,5 mL/hour,6 mL/hour,3 mL/hour,Concentration = 100 units ÷ 50 mL = 2 units/mL. Infusion rate = Desired dose ÷ Concentration. Infusion rate = 6 units/hour ÷ 2 units/mL = 3 mL/hour.
dilution,DIL039,"A 1-liter bag contains 100,000 units of heparin. What is the concentration in units per milliliter?",50 units/mL,75 units/mL,100 units/mL,125 units/mL,150 units/mL,100 units/mL,"Concentration = 100,000 units / 1,000 mL = 100 units/mL."
iv,IVI039,A patient requires a supplementary infusion of calcium gluconate at 15 mEq/hour. The available solution is 15 mEq in 100 mL. What is the infusion rate in mL/hour?,50 mL/hour,75 mL/hour,100 mL/hour,125 mL/hour,150 mL/hour,100 mL/hour,Concentration = 15 mEq ÷ 100 mL = 0.15 mEq/mL. Infusion rate = 15 mEq/hour ÷ 0.15 mEq/mL = 100 mL/hour.
iv,IVI055,A patient requires a supplementary infusion of potassium chloride at 30 mEq/hour. The available solution is 15 mEq in 100 mL. What is the infusion rate in mL/hour?,100 mL/hour,150 mL/hour,200 mL/hour,250 mL/hour,300 mL/hour,200 mL/hour,Concentration = 15 mEq ÷ 100 mL = 0.15 mEq/mL. Infusion rate = 30 mEq/hour ÷ 0.15 mEq/mL = 200 mL/hour.
dilution,DIL047,A patient is to receive 0.5 mg of a drug per hour via IV infusion. The drug is supplied as 2 mg in 10 mL. What should be the infusion rate in mL/hour?,1 mL/hour,2 mL/hour,2.5 mL/hour,5 mL/hour,10 mL/hour,2.5 mL/hour,Concentration = 2 mg / 10 mL = 0.2 mg/mL. Infusion rate = Required dose ÷ Concentration = 0.5 mg/hour ÷ 0.2 mg/mL = 2.5 mL/hour.
rate,RAT060,A patient requires a continuous infusion of lidocaine at 2 mg/min. The solution contains 2 grams in 500 mL. What is the infusion rate in mL/hour?,15 mL/hour,30 mL/hour,45 mL/hour,60 mL/hour,75 mL/hour,30 mL/hour,"Concentration = 2,000 mg ÷ 500 mL = 4 mg/mL. Infusion rate = 2 mg/min ÷ 4 mg/mL = 0.5 mL/min. Convert to mL/hour: 0.5 mL/min × 60 = 30 mL/hour."
paediatric,PED060,A patient requires a continuous infusion of lidocaine at 2 mg/min. The solution contains 2 grams of lidocaine in 500 mL. What is the infusion rate in mL/hour?,15 mL/hour,30 mL/hour,45 mL/hour,60 mL/hour,75 mL/hour,30 mL/hour,"Concentration = 2,000 mg ÷ 500 mL = 4 mg/mL. Infusion rate = Desired dose ÷ Concentration. Infusion rate = 2 mg/min ÷ 4 mg/mL = 0.5 mL/min. Convert to mL/hour: 0.5 mL/min × 60 = 30 mL/hour."
paediatric,PED075,"A patient requires a continuous infusion of fentanyl at 100 mcg/hour. The solution contains 2,500 mcg in 50 mL. What is the infusion rate in mL/hour?",1 mL/hour,2 mL/hour,3 mL/hour,4 mL/hour,5 mL/hour,2 mL/hour,"Concentration = 2,500 mcg ÷ 50 mL = 50 mcg/mL. Infusion rate = Desired dose ÷ Concentration. Infusion rate = 100 mcg/hour ÷ 50 mcg/mL = 2 mL/hour."
rate,RAT075,"A patient requires a continuous infusion of fentanyl at 100 mcg/hour. The solution contains 2,500 mcg in 50 mL. What is the infusion rate in mL/hour?",1 mL/hour,2 mL/hour,3 mL/hour,4 mL/hour,5 mL/hour,2 mL/hour,"Concentration = 2,500 mcg ÷ 50 mL = 50 mcg/mL. Infusion rate = Desired dose ÷ Concentration. Infusion rate = 100 mcg/hour ÷ 50 mcg/mL = 2 mL/hour."
iv,IVI057,A patient requires a supplementary infusion of calcium chloride at 10 mEq/hour. The available solution is 20 mEq in 100 mL. What is the infusion rate in mL/hour?,25 mL/hour,30 mL/hour,35 mL/hour,40 mL/hour,45 mL/hour,50 mL/hour,Concentration = 20 mEq ÷ 100 mL = 0.2 mEq/mL. Infusion rate = 10 mEq/hour ÷ 0.2 mEq/mL = 50 mL/hour.
iv,IVI064,A patient requires a supplementary infusion of sodium chloride at 10 mEq/hour. The available solution is 20 mEq in 100 mL. What is the infusion rate in mL/hour?,40 mL/hour,50 mL/hour,60 mL/hour,70 mL/hour,80 mL/hour,50 mL/hour,Concentration = 20 mEq ÷ 100 mL = 0.2 mEq/mL. Infusion rate = 10 mEq/hour ÷ 0.2 mEq/mL = 50 mL/hour.
iv,IVI068,A patient requires a supplementary infusion of magnesium sulfate at 20 mEq/hour. The available solution is 20 mEq in 100 mL. What is the infusion rate in mL/hour?,80 mL/hour,90 mL/hour,100 mL/hour,110 mL/hour,120 mL/hour,100 mL/hour,Concentration = 20 mEq ÷ 100 mL = 0.2 mEq/mL. Infusion rate = 20 mEq/hour ÷ 0.2 mEq/mL = 100 mL/hour.
iv,IVI037,A patient requires a supplementary infusion of magnesium sulfate at 5 mEq/hour. The available solution is 20 mEq in 100 mL. What is the infusion rate in mL/hour?,10 mL/hour,12.5 mL/hour,15 mL/hour,17.5 mL/hour,20 mL/hour,25 mL/hour,Concentration = 20 mEq ÷ 100 mL = 0.2 mEq/mL. Infusion rate = 5 mEq/hour ÷ 0.2 mEq/mL = 25 mL/hour.
intravenous,INT028,"A medication is prescribed at a rate of 10 mg/hour. If the IV solution contains 200 mg in 500 mL, what is the required flow rate in mL/hour?",10 mL/hour,20 mL/hour,25 mL/hour,30 mL/hour,40 mL/hour,25 mL/hour,Concentration = 200 mg ÷ 500 mL = 0.4 mg/mL. Flow rate = Dose ÷ Concentration = 10 mg/hour ÷ 0.4 mg/mL = 25 mL/hour.
rate,RAT025,A lidocaine infusion is ordered at 2 mg/min. The solution contains 2 grams of lidocaine in 500 mL. What is the infusion rate in mL/hour?,15 mL/hour,20 mL/hour,25 mL/hour,30 mL/hour,35 mL/hour,30 mL/hour,Concentration = 2000 mg ÷ 500 mL = 4 mg/mL. Infusion rate = Dose ÷ Concentration. Infusion rate = 2 mg/min ÷ 4 mg/mL = 0.5 mL/min. Convert to mL/hour: 0.5 mL/min × 60 = 30 mL/hour.
iv,IVI062,A patient requires a supplementary infusion of potassium chloride at 25 mEq/hour. The available solution is 25 mEq in 100 mL. What is the infusion rate in mL/hour?,50 mL/hour,60 mL/hour,70 mL/hour,80 mL/hour,90 mL/hour,100 mL/hour,Concentration = 25 mEq ÷ 100 mL = 0.25 mEq/mL. Infusion rate = 25 mEq/hour ÷ 0.25 mEq/mL = 100 mL/hour.
iv,IVI071,A patient requires a supplementary infusion of calcium gluconate at 25 mEq/hour. The available solution is 25 mEq in 100 mL. What is the infusion rate in mL/hour?,50 mL/hour,60 mL/hour,70 mL/hour,80 mL/hour,90 mL/hour,100 mL/hour,Concentration = 25 mEq ÷ 100 mL = 0.25 mEq/mL. Infusion rate = 25 mEq/hour ÷ 0.25 mEq/mL = 100 mL/hour.
rate,RAT038,"A heparin infusion is running at 25 mL/hour. The concentration is 25,000 units in 500 mL. What is the patient receiving in units/hour?",1000 units/hour,1250 units/hour,1500 units/hour,1750 units/hour,2000 units/hour,1250 units/hour,"Concentration = 25,000 units ÷ 500 mL = 50 units/mL. Dose per hour = Infusion rate × Concentration. Dose per hour = 25 mL/hour × 50 units/mL = 1,250 units/hour."
iv,IVI033,"A patient requires a continuous infusion of heparin at 1000 units/hour. The heparin solution available is 25,000 units in 500 mL normal saline. What should be the infusion rate in mL/hour?",10 mL/hour,15 mL/hour,20 mL/hour,25 mL/hour,30 mL/hour,20 mL/hour,"Concentration = 25,000 units ÷ 500 mL = 50 units/mL. Infusion rate = 1000 units/hour ÷ 50 units/mL = 20 mL/hour."
dilution,DIL057,An antibiotic suspension is supplied as 250 mg/5 mL. How many milliliters are needed for a 500 mg dose?,5 mL,7.5 mL,10 mL,12.5 mL,15 mL,10 mL,Concentration = 250 mg / 5 mL = 50 mg/mL. Volume needed = Dose ÷ Concentration = 500 mg ÷ 50 mg/mL = 10 mL.
paediatric,PED050,A dobutamine infusion is running at 20 mL/hour. The solution contains 250 mg in 250 mL. What is the dose in mcg/kg/min for a patient weighing 75 kg?,1 mcg/kg/min,2 mcg/kg/min,3 mcg/kg/min,4 mcg/kg/min,5 mcg/kg/min,4.44 mcg/kg/min,"Concentration = 250 mg ÷ 250 mL = 1 mg/mL = 1,000 mcg/mL. Dose per hour = Infusion rate × Concentration. Dose per hour = 20 mL/hour × 1,000 mcg/mL = 20,000 mcg/hour. Convert to mcg/min: 20,000 mcg/hour ÷ 60 ≈ 333.33 mcg/min. Dose in mcg/kg/min = 333.33 mcg/min ÷ 75 kg ≈ 4.44 mcg/kg/min."
